id|source|target|date|time|amount|currency|TYPE
1157|64be49b7-5b4c-4b60-a08e-9d37b760df7a|be218268-d943-4ced-be88-7f18d994a66c|2019-08-07|18:25:47|15357.34|USD|CIRCULAR_T2
1158|be218268-d943-4ced-be88-7f18d994a66c|a4ee3cfc-2cd9-4a92-bbbe-32badb0e356a|2019-08-08|19:29:24|13975.18|USD|CIRCULAR_T2
1159|a4ee3cfc-2cd9-4a92-bbbe-32badb0e356a|b3c57eea-473f-4bdc-8aba-48edf1c00e76|2019-08-09|20:33:01|12158.41|USD|CIRCULAR_T2
1160|b3c57eea-473f-4bdc-8aba-48edf1c00e76|bdd7fa83-1d9a-48d8-bec6-da3603b3ffa0|2019-08-10|21:36:38|11793.66|USD|CIRCULAR_T2
1161|bdd7fa83-1d9a-48d8-bec6-da3603b3ffa0|7773bfb4-4e93-4661-accd-7a4f0653dcdc|2019-08-11|22:40:15|12501.28|USD|CIRCULAR_T2
1162|c651ce9a-c7da-42b4-a63a-06e20095ba2c|6c748a39-10f6-4c49-a896-acb7f380df1b|2019-08-02|13:07:42|39384.0|USD|CIRCULAR_T2
1163|6c748a39-10f6-4c49-a896-acb7f380df1b|a92b5142-4dd2-4da9-ad2c-731e370a9d73|2019-08-03|14:11:19|41747.04|USD|CIRCULAR_T2
1164|a92b5142-4dd2-4da9-ad2c-731e370a9d73|520671be-dc27-4684-b975-9231b3910b1c|2019-08-04|15:14:56|39242.22|USD|CIRCULAR_T2
1165|520671be-dc27-4684-b975-9231b3910b1c|9884a8ce-6f83-4c4e-90ee-3894ff59e90e|2019-08-05|16:18:33|40811.91|USD|CIRCULAR_T2
1166|9884a8ce-6f83-4c4e-90ee-3894ff59e90e|25987b26-e236-4607-b5bd-b06f901ce2c0|2019-08-06|17:22:10|45301.22|USD|CIRCULAR_T2
1167|25987b26-e236-4607-b5bd-b06f901ce2c0|e3a51bce-b510-4258-9100-426e6a54cbb4|2019-08-07|18:25:47|42583.15|USD|CIRCULAR_T2
1168|e3a51bce-b510-4258-9100-426e6a54cbb4|8cc7a21d-9ecf-464a-a973-a06c1a4b6c4a|2019-08-08|19:29:24|46841.47|USD|CIRCULAR_T2
1169|8cc7a21d-9ecf-464a-a973-a06c1a4b6c4a|e9b51cca-b2f0-4779-a4e0-49ba66b643a9|2019-08-09|20:33:01|45436.23|USD|CIRCULAR_T2
1170|e9b51cca-b2f0-4779-a4e0-49ba66b643a9|e0792ed6-0a2c-4dea-b07e-fe910ddd9765|2019-08-10|21:36:38|42710.06|USD|CIRCULAR_T2
1171|a4c4cca6-4d83-4737-8c4a-09d861b324e4|9f2ccb2f-5bc3-4bc5-bc93-d029fdbfe710|2019-08-02|13:07:42|34286.0|USD|CIRCULAR_T2
1172|9f2ccb2f-5bc3-4bc5-bc93-d029fdbfe710|52521330-5602-4cab-8a9e-8ec8aa692784|2019-08-03|14:11:19|36343.16|USD|CIRCULAR_T2
1173|52521330-5602-4cab-8a9e-8ec8aa692784|a92b5142-4dd2-4da9-ad2c-731e370a9d73|2019-08-04|15:14:56|37433.45|USD|CIRCULAR_T2
1174|a92b5142-4dd2-4da9-ad2c-731e370a9d73|5a81958e-d9bb-49bc-a0cc-75ad5beede68|2019-08-05|16:18:33|33690.1|USD|CIRCULAR_T2
1175|5a81958e-d9bb-49bc-a0cc-75ad5beede68|7bfd4f1b-3f42-4b57-bac1-5772c56a1a3c|2019-08-06|17:22:10|29647.29|USD|CIRCULAR_T2
1176|7bfd4f1b-3f42-4b57-bac1-5772c56a1a3c|d87bfd29-4096-421a-b0f4-f30c60198eba|2019-08-07|18:25:47|32612.02|USD|CIRCULAR_T2
1177|d87bfd29-4096-421a-b0f4-f30c60198eba|159b2125-07bc-49d8-8634-54e5212b8aa2|2019-08-08|19:29:24|33264.26|USD|CIRCULAR_T2
1178|159b2125-07bc-49d8-8634-54e5212b8aa2|afc14227-d589-4342-9943-61b15439a65c|2019-08-09|20:33:01|31601.05|USD|CIRCULAR_T2
